Rating,# words,# pics,Days since review,Useful
5,20,0,2009,Not Useful
5,92,0,1555,Moderately Useful
5,56,0,2015,Not Useful
5,57,0,2008,Not Useful
5,91,0,2020,Not Useful
5,41,0,2071,Not Useful
4,67,0,2201,Not Useful
5,147,0,2148,Not Useful
5,45,0,1800,Not Useful
4,82,0,2157,Not Useful
3,102,0,2070,Not Useful
5,53,0,2071,Not Useful
4,91,0,2188,Not Useful
2,43,0,2011,Not Useful
4,58,0,2232,Not Useful
4,80,0,1440,Not Useful
5,42,0,2076,Not Useful
5,29,0,1571,Not Useful
2,80,0,1547,Not Useful
4,176,0,2000,Slightly Useful
2,34,0,1580,Not Useful
5,93,0,1925,Not Useful
4,215,0,1555,Not Useful
5,84,0,1886,Not Useful
1,61,0,1468,Not Useful
5,46,3,209,Slightly Useful
3,126,1,148,Not Useful
4,247,1,252,Slightly Useful
5,150,4,176,Not Useful
4,119,1,146,Not Useful
4,189,4,289,Slightly Useful
5,78,0,143,Not Useful
5,44,0,144,Not Useful
5,102,1,271,Not Useful
5,31,0,200,Not Useful
5,41,0,188,Not Useful
5,44,1,195,Not Useful
5,18,0,178,Not Useful
5,46,0,179,Not Useful
5,58,1,328,Slightly Useful
5,14,0,203,Not Useful
5,15,0,206,Not Useful
5,78,0,248,Not Useful
5,438,0,276,Slightly Useful
5,75,0,263,Not Useful
5,55,0,177,Not Useful
5,26,0,267,Not Useful
4,31,0,294,Not Useful
5,37,0,197,Slightly Useful
3,647,0,159,Slightly Useful
5,75,0,146,Not Useful
5,75,6,148,Not Useful
5,80,0,156,Not Useful
5,23,0,182,Slightly Useful
4,55,0,159,Not Useful
5,69,2,207,Slightly Useful
5,27,0,194,Not Useful
5,145,0,164,Not Useful
5,44,0,162,Not Useful
5,28,0,161,Not Useful
5,23,0,187,Not Useful
5,43,0,168,Not Useful
4,200,1,142,Not Useful
4,209,0,143,Not Useful
4,190,5,191,Moderately Useful
3,469,0,193,Slightly Useful
1,186,2,198,Not Useful
3,297,7,283,Slightly Useful
4,167,0,190,Not Useful
4,374,3,273,Not Useful
4,78,2,153,Not Useful
4,95,5,206,Not Useful
4,108,0,143,Not Useful
2,15,0,160,Not Useful
3,176,1,195,Not Useful
5,149,5,249,Not Useful
5,95,1,182,Not Useful
5,78,0,163,Slightly Useful
5,153,2,250,Not Useful
2,87,0,150,Not Useful
5,17,0,151,Not Useful
5,206,1,189,Not Useful
5,32,0,156,Not Useful
4,50,1,196,Not Useful
5,252,0,369,Slightly Useful
3,245,5,279,Slightly Useful
4,66,0,180,Not Useful
5,62,0,292,Not Useful
4,190,2,653,Moderately Useful
3,31,0,175,Not Useful
5,23,0,176,Not Useful
5,45,0,268,Not Useful
4,40,2,243,Not Useful
4,58,5,245,Not Useful
5,31,0,261,Not Useful
4,339,8,691,Slightly Useful
4,83,6,439,Not Useful
5,60,2,267,Not Useful
4,21,1,281,Not Useful
3,193,1,486,Not Useful
5,344,0,356,Moderately Useful
5,96,0,230,Not Useful
5,58,3,483,Not Useful
4,141,0,313,Not Useful
5,18,0,196,Not Useful
4,526,8,723,Slightly Useful
4,288,2,331,Not Useful
1,501,4,734,Not Useful
4,253,0,245,Not Useful
3,335,3,777,Moderately Useful
4,242,1,779,Slightly Useful
2,45,0,307,Not Useful
5,30,0,223,Not Useful
5,189,7,641,Moderately Useful
5,27,0,368,Not Useful
5,27,0,229,Not Useful
5,89,0,181,Not Useful
5,109,7,629,Not Useful
4,31,0,260,Not Useful
5,28,0,289,Not Useful
3,101,1,650,Not Useful
5,33,0,392,Not Useful
4,674,2,668,Slightly Useful
2,13,0,441,Not Useful
4,248,0,674,Moderately Useful
4,19,0,240,Not Useful
3,452,4,423,Not Useful
4,39,0,448,Not Useful
5,57,1,367,Not Useful
5,107,0,375,Not Useful
5,946,17,733,Extremely Useful
5,48,5,425,Not Useful
5,26,0,429,Not Useful
5,137,0,436,Not Useful
3,49,0,302,Not Useful
4,116,0,558,Slightly Useful
5,37,0,223,Not Useful
5,100,0,360,Not Useful
5,22,0,280,Not Useful
4,290,0,573,Slightly Useful
4,397,6,704,Not Useful
4,286,0,565,Slightly Useful
5,180,2,764,Slightly Useful
5,48,2,520,Not Useful
4,148,5,537,Not Useful
5,82,0,220,Not Useful
5,58,2,592,Not Useful
4,151,0,566,Not Useful
4,120,0,247,Not Useful
5,21,0,328,Not Useful
5,148,0,355,Not Useful
4,13,3,486,Not Useful
4,28,0,381,Not Useful
5,50,0,314,Not Useful
5,34,0,373,Not Useful
5,292,7,351,Not Useful
5,192,1,798,Not Useful
4,201,2,602,Not Useful
3,41,0,330,Not Useful
5,25,0,336,Not Useful
5,47,1,349,Not Useful
5,61,0,246,Not Useful
2,159,0,653,Slightly Useful
5,85,0,597,Not Useful
3,54,0,648,Not Useful
5,70,0,666,Not Useful
5,17,1,577,Not Useful
5,60,2,605,Not Useful
4,256,0,282,Not Useful
4,89,0,478,Not Useful
4,146,0,652,Not Useful
5,29,0,490,Not Useful
5,35,0,319,Not Useful
3,280,1,698,Slightly Useful
2,33,0,541,Not Useful
4,15,0,300,Not Useful
5,71,0,548,Not Useful
2,107,0,441,Not Useful
5,92,1,770,Slightly Useful
5,141,0,784,Moderately Useful
5,235,0,755,Not Useful
4,179,0,355,Not Useful
5,65,0,766,Slightly Useful
5,42,0,510,Not Useful
5,56,3,718,Not Useful
5,51,1,794,Slightly Useful
5,142,0,796,Not Useful
5,98,0,814,Slightly Useful
5,94,0,519,Not Useful
4,40,1,794,Slightly Useful
4,108,0,706,Not Useful
4,61,0,572,Not Useful
4,123,0,598,Not Useful
3,28,0,610,Not Useful
5,59,1,838,Slightly Useful
4,113,0,768,Not Useful
5,25,0,327,Not Useful
5,94,0,642,Not Useful
3,481,0,774,Not Useful
5,48,3,733,Not Useful
5,179,0,820,Not Useful
5,41,0,560,Not Useful
4,83,0,539,Not Useful
4,52,0,630,Not Useful
4,18,0,580,Not Useful
5,30,0,550,Not Useful
5,17,0,401,Not Useful
4,43,0,589,Not Useful
4,54,0,615,Not Useful
5,36,1,740,Not Useful
5,19,0,635,Not Useful
4,211,0,742,Not Useful
4,35,0,561,Not Useful
4,118,0,787,Not Useful
5,22,1,580,Not Useful
4,35,0,647,Not Useful
5,58,0,661,Not Useful
3,101,0,618,Not Useful
5,32,0,705,Not Useful
4,59,0,749,Not Useful
4,31,0,456,Not Useful
5,17,0,457,Not Useful
5,17,0,518,Not Useful
5,62,0,700,Not Useful
5,33,0,674,Not Useful
4,244,0,731,Not Useful
5,58,0,509,Not Useful
5,41,0,579,Not Useful
5,64,0,783,Not Useful
5,65,0,794,Not Useful
5,42,0,489,Not Useful
5,15,0,680,Not Useful
5,109,0,560,Not Useful
5,41,0,757,Not Useful
5,56,0,782,Not Useful
5,29,0,706,Not Useful
3,124,0,796,Not Useful
5,100,0,838,Not Useful
5,44,0,777,Not Useful
5,48,0,783,Not Useful
5,108,0,738,Not Useful
5,34,0,799,Not Useful
5,216,0,546,Not Useful
5,33,0,605,Not Useful
4,47,0,825,Not Useful
3,37,0,715,Not Useful
5,27,0,702,Not Useful
5,235,0,759,Not Useful
5,54,0,760,Not Useful
5,42,0,835,Not Useful
5,86,0,144,Not Useful
5,325,2,179,Not Useful
4,178,0,202,Slightly Useful
5,25,1,140,Not Useful
3,220,10,213,Not Useful
4,297,3,253,Highly Useful
4,80,1,243,Slightly Useful
4,131,3,253,Moderately Useful
5,304,11,259,Highly Useful
4,509,4,275,Slightly Useful
5,34,7,220,Slightly Useful
4,138,0,228,Not Useful
5,67,0,241,Not Useful
4,155,4,257,Not Useful
5,38,0,160,Not Useful
5,22,0,178,Not Useful
5,307,0,207,Not Useful
4,36,2,151,Not Useful
5,42,0,158,Not Useful
5,36,0,174,Not Useful
5,54,3,211,Not Useful
5,40,0,202,Not Useful
5,51,0,165,Not Useful
5,55,0,188,Not Useful
4,48,0,176,Not Useful
5,57,1,272,Not Useful
5,40,5,229,Not Useful
1,54,1,217,Not Useful
5,78,5,257,Not Useful
5,72,0,204,Not Useful
5,107,0,244,Not Useful
5,55,0,230,Not Useful
5,39,2,271,Not Useful
5,32,0,257,Not Useful
5,88,5,248,Not Useful
5,150,0,250,Not Useful
5,87,1,280,Slightly Useful
4,73,0,141,Not Useful
5,179,1,286,Not Useful
5,84,1,283,Not Useful
4,538,2,318,Extremely Useful
5,88,0,161,Not Useful
5,42,2,167,Not Useful
4,74,0,177,Slightly Useful
4,260,2,345,Moderately Useful
5,38,3,190,Not Useful
5,85,0,151,Not Useful
5,89,1,348,Not Useful
5,61,0,160,Not Useful
5,50,1,364,Not Useful
5,111,2,252,Not Useful
4,77,0,238,Not Useful
5,55,0,286,Not Useful
5,15,0,182,Not Useful
5,113,1,502,Slightly Useful
5,141,1,467,Not Useful
1,154,0,212,Not Useful
5,82,1,425,Not Useful
5,53,11,271,Not Useful
5,134,1,293,Not Useful
4,91,2,437,Slightly Useful
5,112,1,460,Not Useful
4,94,1,252,Not Useful
4,198,0,195,Not Useful
5,64,0,202,Not Useful
5,46,1,307,Not Useful
5,32,0,223,Not Useful
4,24,3,357,Not Useful
5,49,0,223,Not Useful
5,62,0,254,Not Useful
5,18,2,398,Not Useful
5,101,0,254,Not Useful
4,28,0,245,Not Useful
5,27,0,247,Not Useful
5,50,0,275,Not Useful
5,121,0,253,Not Useful
4,82,0,533,Slightly Useful
4,51,0,357,Slightly Useful
5,72,0,505,Not Useful
5,39,0,203,Not Useful
5,135,0,303,Not Useful
5,160,3,398,Slightly Useful
5,33,0,371,Not Useful
5,48,0,313,Not Useful
5,76,0,378,Not Useful
5,60,0,240,Not Useful
5,67,0,404,Not Useful
5,76,0,404,Not Useful
2,48,0,348,Not Useful
5,48,0,423,Not Useful
3,152,0,326,Not Useful
5,38,0,330,Not Useful
5,74,0,335,Not Useful
5,201,0,338,Not Useful
5,59,0,520,Slightly Useful
5,71,0,527,Slightly Useful
5,61,0,279,Not Useful
2,55,0,519,Not Useful
5,103,0,732,Slightly Useful
5,36,0,273,Not Useful
5,28,0,300,Not Useful
5,69,0,511,Not Useful
5,22,0,387,Not Useful
5,97,1,920,Slightly Useful
1,76,0,667,Not Useful
5,87,0,421,Not Useful
5,41,0,507,Not Useful
5,43,0,476,Not Useful
5,22,0,786,Not Useful
5,24,3,1179,Not Useful
5,74,0,709,Not Useful
5,41,0,979,Not Useful
5,65,1,151,Not Useful
4,150,0,141,Not Useful
1,410,0,154,Not Useful
5,129,2,194,Not Useful
5,173,0,164,Slightly Useful
5,99,2,214,Not Useful
4,92,4,200,Not Useful
5,375,0,172,Slightly Useful
4,105,1,170,Not Useful
5,37,0,146,Not Useful
5,133,4,175,Not Useful
5,59,1,170,Not Useful
2,404,1,199,Slightly Useful
5,31,2,145,Not Useful
5,168,4,181,Not Useful
4,181,0,184,Not Useful
4,92,0,201,Not Useful
5,199,4,262,Not Useful
5,493,8,307,Moderately Useful
4,154,2,195,Not Useful
5,78,0,162,Not Useful
1,65,0,143,Not Useful
5,127,0,216,Not Useful
5,106,0,223,Slightly Useful
4,91,0,228,Slightly Useful
3,35,0,141,Not Useful
5,203,1,344,Extremely Useful
5,122,1,297,Not Useful
5,43,2,172,Not Useful
5,158,4,360,Moderately Useful
4,292,0,256,Slightly Useful
4,31,0,152,Not Useful
5,96,2,234,Not Useful
5,90,1,329,Not Useful
4,165,0,269,Slightly Useful
4,99,0,152,Not Useful
4,154,0,266,Not Useful
5,94,0,214,Not Useful
5,210,2,401,Not Useful
4,23,0,166,Not Useful
5,48,0,184,Not Useful
5,66,0,282,Not Useful
5,70,2,265,Not Useful
4,107,3,248,Not Useful
4,26,0,147,Not Useful
5,92,4,310,Highly Useful
4,97,3,243,Not Useful
5,173,1,486,Slightly Useful
3,54,1,227,Slightly Useful
4,29,0,155,Not Useful
5,45,0,222,Not Useful
5,40,0,188,Not Useful
4,139,0,343,Slightly Useful
4,157,0,334,Slightly Useful
3,123,0,237,Not Useful
5,33,0,162,Not Useful
1,110,0,143,Not Useful
4,141,4,359,Slightly Useful
4,156,1,347,Not Useful
4,24,0,163,Not Useful
5,341,3,568,Moderately Useful
4,81,0,164,Not Useful
5,137,1,319,Not Useful
4,56,0,320,Not Useful
5,169,3,512,Not Useful
4,224,0,362,Not Useful
5,133,0,347,Not Useful
4,179,0,409,Highly Useful
5,65,1,358,Not Useful
5,53,0,160,Not Useful
5,98,0,210,Not Useful
5,53,0,245,Not Useful
4,100,0,358,Not Useful
5,54,1,220,Not Useful
5,68,2,409,Not Useful
4,396,2,555,Not Useful
4,32,0,172,Not Useful
5,34,0,166,Not Useful
4,94,1,408,Not Useful
5,131,1,404,Not Useful
3,82,0,188,Not Useful
4,86,1,220,Not Useful
5,91,0,175,Not Useful
2,282,0,485,Moderately Useful
4,177,4,328,Not Useful
5,107,1,605,Not Useful
3,70,0,193,Not Useful
5,40,0,187,Not Useful
5,31,0,187,Not Useful
5,97,0,292,Not Useful
4,63,0,447,Not Useful
4,94,0,204,Not Useful
4,148,1,710,Moderately Useful
5,88,0,188,Not Useful
4,178,1,462,Not Useful
5,25,0,480,Not Useful
5,66,0,336,Not Useful
4,268,3,741,Moderately Useful
5,79,2,737,Slightly Useful
5,146,0,196,Not Useful
5,24,2,430,Not Useful
5,36,0,500,Not Useful
3,27,0,200,Not Useful
5,333,0,373,Slightly Useful
5,19,0,160,Not Useful
3,120,0,395,Slightly Useful
5,27,0,204,Not Useful
5,28,0,303,Not Useful
4,71,1,303,Not Useful
1,124,0,213,Not Useful
5,17,1,286,Not Useful
4,131,0,361,Not Useful
5,58,0,253,Not Useful
4,304,1,716,Not Useful
5,204,0,783,Slightly Useful
5,77,0,314,Not Useful
5,74,0,305,Not Useful
4,232,0,328,Not Useful
5,160,0,548,Not Useful
3,153,2,521,Not Useful
4,88,3,599,Slightly Useful
5,28,0,280,Slightly Useful
4,42,0,252,Not Useful
4,129,1,539,Not Useful
5,39,0,330,Not Useful
5,92,0,565,Not Useful
5,228,0,624,Slightly Useful
5,169,2,816,Slightly Useful
5,127,0,387,Not Useful
5,213,1,752,Not Useful
5,44,0,434,Not Useful
5,72,0,269,Not Useful
1,197,0,320,Not Useful
4,49,1,357,Not Useful
2,27,0,261,Not Useful
4,131,1,796,Not Useful
5,54,0,310,Not Useful
5,45,0,326,Not Useful
3,65,0,233,Not Useful
5,84,0,350,Not Useful
5,74,2,314,Not Useful
4,59,0,586,Not Useful
1,45,0,642,Slightly Useful
5,70,0,650,Slightly Useful
4,92,1,769,Not Useful
5,85,0,242,Not Useful
4,44,0,242,Not Useful
4,110,0,641,Not Useful
5,41,0,324,Not Useful
5,93,0,389,Not Useful
5,46,0,331,Not Useful
4,33,0,182,Not Useful
5,35,0,237,Not Useful
5,236,0,656,Not Useful
5,92,0,260,Not Useful
3,94,0,250,Not Useful
5,44,0,173,Not Useful
2,51,0,186,Not Useful
5,31,0,447,Not Useful
4,61,0,334,Not Useful
5,479,12,698,Extremely Useful
5,21,0,275,Not Useful
5,94,0,449,Not Useful
2,72,0,268,Not Useful
5,58,0,492,Not Useful
4,182,0,465,Not Useful
4,76,0,182,Not Useful
5,24,0,280,Not Useful
4,161,0,272,Not Useful
5,79,1,362,Not Useful
5,61,0,263,Not Useful
4,107,0,894,Slightly Useful
4,202,1,864,Not Useful
4,258,4,881,Not Useful
4,79,4,523,Slightly Useful
5,89,0,274,Not Useful
4,32,0,200,Not Useful
5,141,1,418,Not Useful
5,65,0,536,Slightly Useful
4,69,0,290,Not Useful
4,41,0,269,Not Useful
4,21,0,400,Not Useful
5,62,1,452,Not Useful
3,148,0,272,Not Useful
5,67,0,339,Not Useful
5,29,0,435,Not Useful
4,65,0,457,Not Useful
5,38,0,493,Not Useful
3,160,0,415,Not Useful
3,466,4,753,Slightly Useful
5,37,1,418,Not Useful
5,20,0,211,Not Useful
4,37,0,203,Not Useful
4,67,0,500,Not Useful
5,18,0,311,Not Useful
5,32,0,273,Not Useful
4,16,0,313,Not Useful
5,25,0,313,Not Useful
4,129,2,715,Not Useful
4,358,2,936,Not Useful
2,48,0,307,Not Useful
5,13,0,296,Not Useful
5,95,0,780,Moderately Useful
4,168,0,723,Not Useful
4,58,0,710,Not Useful
5,104,0,490,Not Useful
1,96,0,291,Not Useful
5,51,0,378,Not Useful
5,390,3,1012,Not Useful
4,29,0,561,Not Useful
4,87,1,518,Not Useful
5,167,1,456,Not Useful
4,193,0,785,Slightly Useful
4,59,0,215,Not Useful
5,46,0,411,Not Useful
4,42,0,486,Not Useful
2,249,0,615,Slightly Useful
4,220,0,312,Not Useful
5,22,0,302,Not Useful
3,76,0,806,Slightly Useful
4,57,1,585,Not Useful
5,55,0,304,Not Useful
5,74,1,700,Not Useful
5,50,0,520,Not Useful
5,33,0,353,Not Useful
4,135,0,502,Not Useful
2,159,0,403,Not Useful
4,184,2,377,Not Useful
4,151,2,551,Not Useful
3,47,0,371,Not Useful
5,18,0,312,Not Useful
4,183,2,1085,Not Useful
4,115,0,368,Not Useful
1,60,0,369,Not Useful
3,160,0,354,Not Useful
5,142,0,586,Not Useful
5,84,0,356,Not Useful
4,163,2,738,Not Useful
5,75,3,837,Slightly Useful
4,47,1,743,Not Useful
4,31,0,525,Not Useful
5,32,0,362,Not Useful
5,50,0,504,Not Useful
1,169,0,178,Not Useful
5,86,1,567,Not Useful
3,188,2,765,Not Useful
1,104,0,433,Not Useful
4,123,1,820,Slightly Useful
5,60,1,717,Not Useful
5,158,0,851,Slightly Useful
2,106,0,624,Not Useful
5,46,0,445,Not Useful
1,207,0,680,Moderately Useful
5,102,0,1215,Slightly Useful
4,56,3,590,Not Useful
5,19,0,260,Not Useful
5,53,0,623,Not Useful
5,25,0,337,Not Useful
5,107,0,383,Not Useful
3,95,0,343,Not Useful
5,33,0,406,Not Useful
2,183,0,621,Not Useful
5,28,0,393,Not Useful
4,109,0,671,Slightly Useful
3,80,0,479,Not Useful
5,92,1,787,Not Useful
5,25,0,245,Not Useful
5,50,0,398,Not Useful
5,40,0,268,Not Useful
3,119,0,377,Not Useful
5,20,0,354,Not Useful
5,40,1,378,Not Useful
1,20,0,359,Not Useful
5,37,0,272,Not Useful
5,96,0,346,Not Useful
4,223,0,906,Slightly Useful
4,109,0,522,Slightly Useful
4,22,0,505,Not Useful
2,119,0,392,Not Useful
3,119,0,1261,Slightly Useful
5,34,0,419,Not Useful
5,16,0,398,Not Useful
4,23,0,376,Not Useful
5,75,0,451,Not Useful
5,62,1,697,Not Useful
5,14,0,562,Not Useful
3,436,0,529,Slightly Useful
4,24,0,260,Not Useful
3,91,0,406,Not Useful
4,17,0,433,Not Useful
5,26,0,387,Not Useful
4,126,0,908,Not Useful
4,296,0,927,Slightly Useful
5,53,0,321,Not Useful
5,132,0,671,Not Useful
5,59,0,522,Slightly Useful
1,236,0,397,Not Useful
5,77,1,952,Slightly Useful
2,175,0,397,Not Useful
5,23,0,426,Not Useful
4,39,0,706,Not Useful
4,376,2,856,Not Useful
4,116,0,612,Not Useful
5,21,0,452,Not Useful
4,91,0,987,Slightly Useful
5,19,0,274,Not Useful
5,143,2,730,Not Useful
5,25,1,654,Not Useful
3,100,1,921,Not Useful
5,167,0,702,Not Useful
5,164,0,717,Not Useful
4,127,0,1012,Slightly Useful
4,34,0,534,Not Useful
5,38,0,682,Not Useful
5,32,1,847,Not Useful
5,119,0,492,Not Useful
5,26,0,447,Not Useful
4,29,0,470,Not Useful
3,307,0,713,Not Useful
3,67,0,427,Not Useful
4,233,1,718,Not Useful
5,267,0,1046,Moderately Useful
5,43,0,455,Not Useful
5,43,0,501,Not Useful
5,67,0,464,Not Useful
5,24,0,485,Not Useful
5,96,0,729,Not Useful
3,113,0,504,Not Useful
4,32,0,450,Not Useful
1,40,0,475,Not Useful
4,45,0,452,Not Useful
5,20,0,577,Slightly Useful
5,118,0,738,Not Useful
5,14,0,535,Not Useful
5,18,0,503,Not Useful
5,295,0,784,Slightly Useful
2,163,0,504,Not Useful
5,37,0,584,Not Useful
4,21,0,485,Not Useful
4,68,0,764,Not Useful
4,60,0,491,Not Useful
5,64,0,467,Not Useful
2,88,0,727,Not Useful
5,69,0,566,Not Useful
4,97,0,1484,Slightly Useful
3,287,1,1066,Not Useful
5,47,0,455,Not Useful
3,84,0,470,Not Useful
3,67,0,542,Not Useful
2,77,0,604,Not Useful
5,53,0,305,Not Useful
5,9,0,547,Not Useful
2,197,0,1135,Moderately Useful
5,207,0,1099,Slightly Useful
5,38,0,523,Not Useful
5,111,0,478,Not Useful
5,59,0,527,Not Useful
4,254,2,1064,Not Useful
5,30,0,483,Not Useful
5,295,0,690,Not Useful
5,26,0,511,Not Useful
5,67,2,713,Not Useful
5,34,0,532,Not Useful
4,142,2,934,Not Useful
4,58,0,787,Not Useful
4,37,0,539,Not Useful
4,49,0,356,Not Useful
4,33,1,994,Not Useful
5,33,0,496,Not Useful
5,59,1,722,Not Useful
4,48,0,827,Slightly Useful
5,16,0,597,Not Useful
5,29,0,317,Not Useful
4,109,1,1005,Not Useful
5,90,0,503,Not Useful
5,24,0,581,Not Useful
5,49,0,506,Not Useful
3,70,0,531,Not Useful
4,64,3,733,Not Useful
4,191,0,733,Not Useful
5,16,0,552,Not Useful
4,101,0,1064,Not Useful
3,30,0,510,Not Useful
5,38,0,325,Not Useful
4,57,2,754,Not Useful
4,157,0,812,Not Useful
5,117,0,1187,Slightly Useful
3,46,0,621,Not Useful
5,114,5,1130,Not Useful
4,159,1,1178,Slightly Useful
4,152,1,1187,Slightly Useful
5,47,0,759,Not Useful
5,90,0,697,Not Useful
5,57,1,699,Not Useful
5,126,1,989,Not Useful
3,105,2,1158,Not Useful
5,24,0,522,Not Useful
5,22,2,751,Not Useful
4,481,1,824,Slightly Useful
5,52,0,588,Not Useful
3,67,0,552,Not Useful
5,48,0,344,Not Useful
5,59,1,734,Not Useful
3,166,0,576,Not Useful
4,108,0,808,Not Useful
5,47,0,595,Not Useful
5,53,0,350,Not Useful
5,13,0,740,Not Useful
2,157,0,559,Not Useful
4,14,0,354,Not Useful
5,36,0,379,Not Useful
5,98,3,563,Not Useful
4,63,0,539,Not Useful
5,37,0,418,Not Useful
2,237,0,648,Not Useful
4,72,0,824,Not Useful
5,61,1,810,Not Useful
5,157,6,1571,Not Useful
5,12,0,368,Not Useful
4,129,0,850,Not Useful
5,19,1,1157,Not Useful
4,18,0,617,Not Useful
5,18,0,583,Not Useful
4,84,0,788,Not Useful
4,17,0,589,Not Useful
2,258,1,1309,Slightly Useful
5,31,0,626,Not Useful
5,120,2,793,Not Useful
5,61,0,567,Not Useful
5,130,0,953,Moderately Useful
5,90,0,387,Not Useful
5,49,0,572,Not Useful
1,28,0,501,Not Useful
4,92,0,1195,Not Useful
5,89,0,1196,Not Useful
5,55,0,648,Not Useful
5,61,0,1339,Moderately Useful
4,110,0,686,Not Useful
4,62,0,624,Not Useful
3,182,0,834,Not Useful
4,282,1,1828,Moderately Useful
5,24,0,878,Not Useful
2,207,0,1326,Slightly Useful
4,34,0,609,Not Useful
4,23,0,700,Not Useful
5,84,0,587,Not Useful
5,78,0,1283,Not Useful
4,64,0,1226,Not Useful
5,258,0,1811,Slightly Useful
2,385,0,917,Not Useful
5,42,0,663,Not Useful
2,444,0,1376,Moderately Useful
5,68,0,943,Not Useful
5,22,0,671,Not Useful
5,230,0,1012,Moderately Useful
4,73,0,413,Not Useful
5,73,0,844,Not Useful
5,262,0,972,Not Useful
5,222,1,1313,Not Useful
5,22,0,624,Not Useful
4,42,0,645,Not Useful
5,161,0,601,Not Useful
5,16,0,419,Not Useful
5,66,0,419,Not Useful
4,50,0,887,Not Useful
5,35,0,445,Not Useful
5,21,0,445,Not Useful
2,260,1,1385,Moderately Useful
5,25,0,631,Not Useful
5,43,1,876,Not Useful
5,23,0,450,Not Useful
5,14,0,634,Not Useful
5,67,0,611,Not Useful
4,55,1,877,Not Useful
5,40,0,755,Slightly Useful
3,48,0,684,Not Useful
5,40,0,637,Not Useful
5,418,0,1302,Not Useful
5,14,0,417,Not Useful
5,18,1,860,Not Useful
5,138,0,1011,Slightly Useful
4,36,0,874,Not Useful
4,128,0,982,Not Useful
4,167,0,974,Not Useful
5,41,0,641,Not Useful
5,56,0,618,Not Useful
5,75,0,766,Slightly Useful
5,34,0,619,Not Useful
5,28,0,438,Not Useful
3,62,0,928,Not Useful
5,17,0,622,Not Useful
2,163,0,914,Not Useful
5,66,0,745,Not Useful
5,113,0,943,Not Useful
5,55,0,778,Slightly Useful
4,250,0,2049,Moderately Useful
5,133,4,1034,Not Useful
4,74,0,750,Not Useful
1,40,0,699,Not Useful
4,248,0,1324,Not Useful
5,43,0,639,Not Useful
5,160,0,870,Not Useful
4,59,1,1910,Not Useful
2,55,0,642,Not Useful
3,238,0,1470,Slightly Useful
4,226,2,1394,Not Useful
4,82,0,1024,Not Useful
4,171,0,1052,Slightly Useful
4,47,1,882,Not Useful
3,56,0,671,Not Useful
5,49,0,648,Not Useful
5,59,1,693,Not Useful
5,36,0,672,Not Useful
5,26,0,513,Not Useful
5,62,0,654,Not Useful
5,186,0,1066,Not Useful
5,56,0,655,Not Useful
5,202,0,964,Not Useful
3,142,0,701,Not Useful
5,107,0,1065,Not Useful
5,42,0,680,Not Useful
4,86,0,981,Not Useful
5,263,0,1062,Not Useful
4,157,0,721,Not Useful
5,49,1,844,Not Useful
4,383,0,2100,Slightly Useful
4,44,0,710,Not Useful
4,88,1,920,Not Useful
5,43,0,652,Not Useful
4,53,0,881,Not Useful
